Subfigure,Element,Attribute,Value
C,417,X,0.13
C,417,Y,0.04323534092032581
C,417,TaxonomyLevel,Umbrella
C,417,TaxonomyValue,Humanities
C,418,X,0.14
C,418,Y,0.043394370391304185
C,418,TaxonomyLevel,Umbrella
C,418,TaxonomyValue,Humanities
C,419,X,0.15
C,419,Y,0.04355395818102553
C,419,TaxonomyLevel,Umbrella
C,419,TaxonomyValue,Humanities
C,420,X,0.16
C,420,Y,0.043714106053462376
C,420,TaxonomyLevel,Umbrella
C,420,TaxonomyValue,Humanities
C,421,X,0.17
C,421,Y,0.04387481577671263
C,421,TaxonomyLevel,Umbrella
C,421,TaxonomyValue,Humanities
C,422,X,0.18
C,422,Y,0.04403608912299813
C,422,TaxonomyLevel,Umbrella
C,422,TaxonomyValue,Humanities
C,423,X,0.19
C,423,Y,0.044197927868663
C,423,TaxonomyLevel,Umbrella
C,423,TaxonomyValue,Humanities
C,424,X,0.2
C,424,Y,0.04436033379417194
C,424,TaxonomyLevel,Umbrella
C,424,TaxonomyValue,Humanities
C,425,X,0.21
C,425,Y,0.044523308684108476
C,425,TaxonomyLevel,Umbrella
C,425,TaxonomyValue,Humanities
C,426,X,0.22
C,426,Y,0.04468685432717294
C,426,TaxonomyLevel,Umbrella
C,426,TaxonomyValue,Humanities
C,427,X,0.23
C,427,Y,0.0448509725161805
C,427,TaxonomyLevel,Umbrella
C,427,TaxonomyValue,Humanities
C,428,X,0.24
C,428,Y,0.04501566504805898
C,428,TaxonomyLevel,Umbrella
C,428,TaxonomyValue,Humanities
C,429,X,0.25
C,429,Y,0.0451809337238466
C,429,TaxonomyLevel,Umbrella
C,429,TaxonomyValue,Humanities
C,430,X,0.26
C,430,Y,0.04534678034868968
C,430,TaxonomyLevel,Umbrella
C,430,TaxonomyValue,Humanities
C,431,X,0.27
C,431,Y,0.04551320673184002
C,431,TaxonomyLevel,Umbrella
C,431,TaxonomyValue,Humanities
C,432,X,0.28
C,432,Y,0.04568021468665238
C,432,TaxonomyLevel,Umbrella
C,432,TaxonomyValue,Humanities
C,433,X,0.29
C,433,Y,0.04584780603058175
C,433,TaxonomyLevel,Umbrella
C,433,TaxonomyValue,Humanities
C,434,X,0.3
C,434,Y,0.04601598258518052
C,434,TaxonomyLevel,Umbrella
C,434,TaxonomyValue,Humanities
C,435,X,0.31
C,435,Y,0.04618474617609549
C,435,TaxonomyLevel,Umbrella
C,435,TaxonomyValue,Humanities
C,436,X,0.32
C,436,Y,0.046354098633064854
C,436,TaxonomyLevel,Umbrella
C,436,TaxonomyValue,Humanities
C,437,X,0.33
C,437,Y,0.04652404178991499
C,437,TaxonomyLevel,Umbrella
C,437,TaxonomyValue,Humanities
C,438,X,0.34
C,438,Y,0.046694577484557055
C,438,TaxonomyLevel,Umbrella
C,438,TaxonomyValue,Humanities
C,439,X,0.35000000000000003
C,439,Y,0.04686570755898373
C,439,TaxonomyLevel,Umbrella
C,439,TaxonomyValue,Humanities
C,440,X,0.36
C,440,Y,0.047037433859265475
C,440,TaxonomyLevel,Umbrella
C,440,TaxonomyValue,Humanities
C,441,X,0.37
C,441,Y,0.04720975823554702
C,441,TaxonomyLevel,Umbrella
C,441,TaxonomyValue,Humanities
C,442,X,0.38
C,442,Y,0.04738268254204342
C,442,TaxonomyLevel,Umbrella
C,442,TaxonomyValue,Humanities
C,443,X,0.39
C,443,Y,0.04755620863703619
C,443,TaxonomyLevel,Umbrella
C,443,TaxonomyValue,Humanities
C,444,X,0.4
C,444,Y,0.04773033838286927
C,444,TaxonomyLevel,Umbrella
C,444,TaxonomyValue,Humanities
C,445,X,0.41000000000000003
C,445,Y,0.047905073645944776
C,445,TaxonomyLevel,Umbrella
C,445,TaxonomyValue,Humanities
C,446,X,0.42
C,446,Y,0.048080416296718734
C,446,TaxonomyLevel,Umbrella
C,446,TaxonomyValue,Humanities
C,447,X,0.43
C,447,Y,0.04825636820969665
C,447,TaxonomyLevel,Umbrella
C,447,TaxonomyValue,Humanities
C,448,X,0.44
C,448,Y,0.048432931263428916
C,448,TaxonomyLevel,Umbrella
C,448,TaxonomyValue,Humanities
C,449,X,0.45
C,449,Y,0.048610107340506074
C,449,TaxonomyLevel,Umbrella
C,449,TaxonomyValue,Humanities
C,450,X,0.46
C,450,Y,0.04878789832755406
C,450,TaxonomyLevel,Umbrella
C,450,TaxonomyValue,Humanities
C,451,X,0.47000000000000003
C,451,Y,0.048966306115229154
C,451,TaxonomyLevel,Umbrella
C,451,TaxonomyValue,Humanities
C,452,X,0.48
C,452,Y,0.049145332598212944
C,452,TaxonomyLevel,Umbrella
C,452,TaxonomyValue,Humanities
C,453,X,0.49
C,453,Y,0.04932497967520709
C,453,TaxonomyLevel,Umbrella
C,453,TaxonomyValue,Humanities
C,454,X,0.5
C,454,Y,0.04950524924892787
C,454,TaxonomyLevel,Umbrella
C,454,TaxonomyValue,Humanities
C,455,X,0.51
C,455,Y,0.04968614322610077
C,455,TaxonomyLevel,Umbrella
C,455,TaxonomyValue,Humanities
C,456,X,0.52
C,456,Y,0.04986766351745477
C,456,TaxonomyLevel,Umbrella
C,456,TaxonomyValue,Humanities
C,457,X,0.53
C,457,Y,0.05004981203771657
C,457,TaxonomyLevel,Umbrella
C,457,TaxonomyValue,Humanities
C,458,X,0.54
C,458,Y,0.05023259070560474
C,458,TaxonomyLevel,Umbrella
C,458,TaxonomyValue,Humanities
C,459,X,0.55
C,459,Y,0.0504160014438235
C,459,TaxonomyLevel,Umbrella
C,459,TaxonomyValue,Humanities
C,460,X,0.56
C,460,Y,0.05060004617905666
C,460,TaxonomyLevel,Umbrella
C,460,TaxonomyValue,Humanities
C,461,X,0.5700000000000001
C,461,Y,0.05078472684196118
C,461,TaxonomyLevel,Umbrella
C,461,TaxonomyValue,Humanities
C,462,X,0.58
C,462,Y,0.05097004536716067
C,462,TaxonomyLevel,Umbrella
C,462,TaxonomyValue,Humanities
C,463,X,0.59
C,463,Y,0.05115600369323886
C,463,TaxonomyLevel,Umbrella
C,463,TaxonomyValue,Humanities
C,464,X,0.6
C,464,Y,0.05134260376273266
C,464,TaxonomyLevel,Umbrella
C,464,TaxonomyValue,Humanities
C,465,X,0.61
C,465,Y,0.05152984752212531
C,465,TaxonomyLevel,Umbrella
C,465,TaxonomyValue,Humanities
C,466,X,0.62
C,466,Y,0.05171773692183929
C,466,TaxonomyLevel,Umbrella
C,466,TaxonomyValue,Humanities
C,467,X,0.63
C,467,Y,0.05190627391622908
C,467,TaxonomyLevel,Umbrella
C,467,TaxonomyValue,Humanities
C,468,X,0.64
C,468,Y,0.05209546046357375
C,468,TaxonomyLevel,Umbrella
C,468,TaxonomyValue,Humanities
C,469,X,0.65
C,469,Y,0.052285298526069536
C,469,TaxonomyLevel,Umbrella
C,469,TaxonomyValue,Humanities
C,470,X,0.66
C,470,Y,0.05247579006982198
C,470,TaxonomyLevel,Umbrella
C,470,TaxonomyValue,Humanities
C,471,X,0.67
C,471,Y,0.05266693706483823
C,471,TaxonomyLevel,Umbrella
C,471,TaxonomyValue,Humanities
C,472,X,0.68
C,472,Y,0.052858741485019
C,472,TaxonomyLevel,Umbrella
C,472,TaxonomyValue,Humanities
C,473,X,0.6900000000000001
C,473,Y,0.05305120530815039
C,473,TaxonomyLevel,Umbrella
C,473,TaxonomyValue,Humanities
C,474,X,0.7000000000000001
C,474,Y,0.05324433051589564
C,474,TaxonomyLevel,Umbrella
C,474,TaxonomyValue,Humanities
C,475,X,0.71
C,475,Y,0.053438119093786665
C,475,TaxonomyLevel,Umbrella
C,475,TaxonomyValue,Humanities
C,476,X,0.72
C,476,Y,0.05363257303121535
C,476,TaxonomyLevel,Umbrella
C,476,TaxonomyValue,Humanities
C,477,X,0.73
C,477,Y,0.05382769432142488
C,477,TaxonomyLevel,Umbrella
C,477,TaxonomyValue,Humanities
C,478,X,0.74
C,478,Y,0.05402348496150069
C,478,TaxonomyLevel,Umbrella
C,478,TaxonomyValue,Humanities
C,479,X,0.75
C,479,Y,0.05421994695236144
C,479,TaxonomyLevel,Umbrella
C,479,TaxonomyValue,Humanities
C,480,X,0.76
C,480,Y,0.05441708229874975
C,480,TaxonomyLevel,Umbrella
C,480,TaxonomyValue,Humanities
C,481,X,0.77
C,481,Y,0.054614893009222724
C,481,TaxonomyLevel,Umbrella
C,481,TaxonomyValue,Humanities
C,482,X,0.78
C,482,Y,0.054813381096142366
C,482,TaxonomyLevel,Umbrella
C,482,TaxonomyValue,Humanities
C,483,X,0.79
C,483,Y,0.05501254857566581
C,483,TaxonomyLevel,Umbrella
C,483,TaxonomyValue,Humanities
C,484,X,0.8
C,484,Y,0.0552123974677354
C,484,TaxonomyLevel,Umbrella
C,484,TaxonomyValue,Humanities
C,485,X,0.81
C,485,Y,0.05541292979606868
C,485,TaxonomyLevel,Umbrella
C,485,TaxonomyValue,Humanities
C,486,X,0.8200000000000001
C,486,Y,0.05561414758814798
C,486,TaxonomyLevel,Umbrella
C,486,TaxonomyValue,Humanities
C,487,X,0.8300000000000001
C,487,Y,0.05581605287521003
C,487,TaxonomyLevel,Umbrella
C,487,TaxonomyValue,Humanities
C,488,X,0.84
C,488,Y,0.05601864769223537
C,488,TaxonomyLevel,Umbrella
C,488,TaxonomyValue,Humanities
C,489,X,0.85
C,489,Y,0.056221934077937616
C,489,TaxonomyLevel,Umbrella
C,489,TaxonomyValue,Humanities
C,490,X,0.86
C,490,Y,0.056425914074752365
C,490,TaxonomyLevel,Umbrella
C,490,TaxonomyValue,Humanities
C,491,X,0.87
C,491,Y,0.05663058972882625
C,491,TaxonomyLevel,Umbrella
C,491,TaxonomyValue,Humanities
C,492,X,0.88
C,492,Y,0.056835963090005465
C,492,TaxonomyLevel,Umbrella
C,492,TaxonomyValue,Humanities
C,493,X,0.89
C,493,Y,0.05704203621182436
C,493,TaxonomyLevel,Umbrella
C,493,TaxonomyValue,Humanities
C,494,X,0.9
C,494,Y,0.057248811151493786
C,494,TaxonomyLevel,Umbrella
C,494,TaxonomyValue,Humanities
C,495,X,0.91
C,495,Y,0.05745628996988921
C,495,TaxonomyLevel,Umbrella
C,495,TaxonomyValue,Humanities
C,496,X,0.92
C,496,Y,0.05766447473153874
C,496,TaxonomyLevel,Umbrella
C,496,TaxonomyValue,Humanities
C,497,X,0.93
C,497,Y,0.057873367504610904
C,497,TaxonomyLevel,Umbrella
C,497,TaxonomyValue,Humanities
C,498,X,0.9400000000000001
C,498,Y,0.05808297036090226
C,498,TaxonomyLevel,Umbrella
C,498,TaxonomyValue,Humanities
C,499,X,0.9500000000000001
C,499,Y,0.058293285375824816
C,499,TaxonomyLevel,Umbrella
C,499,TaxonomyValue,Humanities
C,500,X,0.96
C,500,Y,0.05850431462839328
C,500,TaxonomyLevel,Umbrella
C,500,TaxonomyValue,Humanities
C,501,X,0.97
C,501,Y,0.0587160602012121
C,501,TaxonomyLevel,Umbrella
C,501,TaxonomyValue,Humanities
C,502,X,0.98
C,502,Y,0.058928524180462453
C,502,TaxonomyLevel,Umbrella
C,502,TaxonomyValue,Humanities
C,503,X,0.99
C,503,Y,0.05914170865588872
C,503,TaxonomyLevel,Umbrella
C,503,TaxonomyValue,Humanities
C,504,X,1.0
C,504,Y,0.05935561572078517
C,504,TaxonomyLevel,Umbrella
C,504,TaxonomyValue,Humanities
C,505,X,0.0
C,505,Y,0.03497095760337613
C,505,TaxonomyLevel,Umbrella
C,505,TaxonomyValue,Mathematics and Computing
C,506,X,0.01
C,506,Y,0.03515876398331453
C,506,TaxonomyLevel,Umbrella
C,506,TaxonomyValue,Mathematics and Computing
C,507,X,0.02
C,507,Y,0.035347542006784624
C,507,TaxonomyLevel,Umbrella
C,507,TaxonomyValue,Mathematics and Computing
C,508,X,0.03
C,508,Y,0.03553729630306096
C,508,TaxonomyLevel,Umbrella
C,508,TaxonomyValue,Mathematics and Computing
C,509,X,0.04
C,509,Y,0.03572803151918897
C,509,TaxonomyLevel,Umbrella
C,509,TaxonomyValue,Mathematics and Computing
C,510,X,0.05
C,510,Y,0.035919752320005494
C,510,TaxonomyLevel,Umbrella
C,510,TaxonomyValue,Mathematics and Computing
C,511,X,0.06
C,511,Y,0.03611246338815898
C,511,TaxonomyLevel,Umbrella
C,511,TaxonomyValue,Mathematics and Computing
C,512,X,0.07
C,512,Y,0.036306169424128815
C,512,TaxonomyLevel,Umbrella
C,512,TaxonomyValue,Mathematics and Computing
C,513,X,0.08
C,513,Y,0.03650087514624428
C,513,TaxonomyLevel,Umbrella
C,513,TaxonomyValue,Mathematics and Computing
C,514,X,0.09
C,514,Y,0.036696585290702764
C,514,TaxonomyLevel,Umbrella
C,514,TaxonomyValue,Mathematics and Computing
C,515,X,0.1
C,515,Y,0.0368933046115873
C,515,TaxonomyLevel,Umbrella
C,515,TaxonomyValue,Mathematics and Computing
C,516,X,0.11
C,516,Y,0.03709103788088369
C,516,TaxonomyLevel,Umbrella
C,516,TaxonomyValue,Mathematics and Computing
C,517,X,0.12
C,517,Y,0.037289789888496676
C,517,TaxonomyLevel,Umbrella
C,517,TaxonomyValue,Mathematics and Computing
C,518,X,0.13
C,518,Y,0.03748956544226578
C,518,TaxonomyLevel,Umbrella
C,518,TaxonomyValue,Mathematics and Computing
C,519,X,0.14
C,519,Y,0.0376903693679802
C,519,TaxonomyLevel,Umbrella
C,519,TaxonomyValue,Mathematics and Computing
C,520,X,0.15
C,520,Y,0.037892206509393254
C,520,TaxonomyLevel,Umbrella
C,520,TaxonomyValue,Mathematics and Computing
C,521,X,0.16
C,521,Y,0.038095081728236016
C,521,TaxonomyLevel,Umbrella
C,521,TaxonomyValue,Mathematics and Computing
C,522,X,0.17
C,522,Y,0.03829899990423026
C,522,TaxonomyLevel,Umbrella
C,522,TaxonomyValue,Mathematics and Computing
C,523,X,0.18
C,523,Y,0.038503965935100866
C,523,TaxonomyLevel,Umbrella
C,523,TaxonomyValue,Mathematics and Computing
C,524,X,0.19
C,524,Y,0.03870998473658722
C,524,TaxonomyLevel,Umbrella
C,524,TaxonomyValue,Mathematics and Computing
C,525,X,0.2
C,525,Y,0.03891706124245427
C,525,TaxonomyLevel,Umbrella
C,525,TaxonomyValue,Mathematics and Computing
C,526,X,0.21
C,526,Y,0.03912520040450248
C,526,TaxonomyLevel,Umbrella
C,526,TaxonomyValue,Mathematics and Computing
C,527,X,0.22
C,527,Y,0.03933440719257736
C,527,TaxonomyLevel,Umbrella
C,527,TaxonomyValue,Mathematics and Computing
C,528,X,0.23
C,528,Y,0.03954468659457806
C,528,TaxonomyLevel,Umbrella
C,528,TaxonomyValue,Mathematics and Computing
C,529,X,0.24
C,529,Y,0.039756043616465224
C,529,TaxonomyLevel,Umbrella
C,529,TaxonomyValue,Mathematics and Computing
C,530,X,0.25
C,530,Y,0.0399684832822682
C,530,TaxonomyLevel,Umbrella
C,530,TaxonomyValue,Mathematics and Computing
C,531,X,0.26
C,531,Y,0.040182010634091284
C,531,TaxonomyLevel,Umbrella
C,531,TaxonomyValue,Mathematics and Computing
C,532,X,0.27
C,532,Y,0.04039663073211941
C,532,TaxonomyLevel,Umbrella
C,532,TaxonomyValue,Mathematics and Computing
C,533,X,0.28
C,533,Y,0.04061234865462276
C,533,TaxonomyLevel,Umbrella
C,533,TaxonomyValue,Mathematics and Computing
C,534,X,0.29
C,534,Y,0.04082916949796087
C,534,TaxonomyLevel,Umbrella
C,534,TaxonomyValue,Mathematics and Computing
C,535,X,0.3
C,535,Y,0.04104709837658568
C,535,TaxonomyLevel,Umbrella
C,535,TaxonomyValue,Mathematics and Computing
C,536,X,0.31
C,536,Y,0.04126614042304383
C,536,TaxonomyLevel,Umbrella
C,536,TaxonomyValue,Mathematics and Computing
C,537,X,0.32
C,537,Y,0.04148630078797821
C,537,TaxonomyLevel,Umbrella
C,537,TaxonomyValue,Mathematics and Computing
C,538,X,0.33
C,538,Y,0.041707584640128456
C,538,TaxonomyLevel,Umbrella
C,538,TaxonomyValue,Mathematics and Computing
C,539,X,0.34
C,539,Y,0.041929997166330904
C,539,TaxonomyLevel,Umbrella
C,539,TaxonomyValue,Mathematics and Computing
C,540,X,0.35000000000000003
C,540,Y,0.04215354357151725
C,540,TaxonomyLevel,Umbrella
C,540,TaxonomyValue,Mathematics and Computing
C,541,X,0.36
C,541,Y,0.042378229078712734
C,541,TaxonomyLevel,Umbrella
C,541,TaxonomyValue,Mathematics and Computing
C,542,X,0.37
C,542,Y,0.0426040589290332
C,542,TaxonomyLevel,Umbrella
C,542,TaxonomyValue,Mathematics and Computing
C,543,X,0.38
C,543,Y,0.042831038381681244
C,543,TaxonomyLevel,Umbrella
C,543,TaxonomyValue,Mathematics and Computing
C,544,X,0.39
C,544,Y,0.04305917271394164
C,544,TaxonomyLevel,Umbrella
C,544,TaxonomyValue,Mathematics and Computing
C,545,X,0.4
C,545,Y,0.04328846722117557
C,545,TaxonomyLevel,Umbrella
C,545,TaxonomyValue,Mathematics and Computing
C,546,X,0.41000000000000003
C,546,Y,0.04351892721681419
C,546,TaxonomyLevel,Umbrella
C,546,TaxonomyValue,Mathematics and Computing
C,547,X,0.42
C,547,Y,0.04375055803235099
C,547,TaxonomyLevel,Umbrella
C,547,TaxonomyValue,Mathematics and Computing
C,548,X,0.43
C,548,Y,0.04398336501733345
C,548,TaxonomyLevel,Umbrella
C,548,TaxonomyValue,Mathematics and Computing
C,549,X,0.44
C,549,Y,0.04421735353935351
C,549,TaxonomyLevel,Umbrella
C,549,TaxonomyValue,Mathematics and Computing
C,550,X,0.45
C,550,Y,0.0444525289840371
C,550,TaxonomyLevel,Umbrella
C,550,TaxonomyValue,Mathematics and Computing
C,551,X,0.46
C,551,Y,0.04468889675503289
C,551,TaxonomyLevel,Umbrella
C,551,TaxonomyValue,Mathematics and Computing
C,552,X,0.47000000000000003
C,552,Y,0.04492646227399965
C,552,TaxonomyLevel,Umbrella
C,552,TaxonomyValue,Mathematics and Computing
C,553,X,0.48
C,553,Y,0.04516523098059298
C,553,TaxonomyLevel,Umbrella
C,553,TaxonomyValue,Mathematics and Computing
C,554,X,0.49
C,554,Y,0.04540520833245072
C,554,TaxonomyLevel,Umbrella
C,554,TaxonomyValue,Mathematics and Computing
C,555,X,0.5
C,555,Y,0.04564639980517754
C,555,TaxonomyLevel,Umbrella
C,555,TaxonomyValue,Mathematics and Computing
C,556,X,0.51
C,556,Y,0.04588881089232822
C,556,TaxonomyLevel,Umbrella
C,556,TaxonomyValue,Mathematics and Computing
C,557,X,0.52
C,557,Y,0.046132447105390176
C,557,TaxonomyLevel,Umbrella
C,557,TaxonomyValue,Mathematics and Computing
C,558,X,0.53
C,558,Y,0.0463773139737647
C,558,TaxonomyLevel,Umbrella
C,558,TaxonomyValue,Mathematics and Computing
C,559,X,0.54
C,559,Y,0.04662341704474704
C,559,TaxonomyLevel,Umbrella
C,559,TaxonomyValue,Mathematics and Computing
C,560,X,0.55
C,560,Y,0.04687076188350571
C,560,TaxonomyLevel,Umbrella
C,560,TaxonomyValue,Mathematics and Computing
C,561,X,0.56
C,561,Y,0.04711935407306027
C,561,TaxonomyLevel,Umbrella
C,561,TaxonomyValue,Mathematics and Computing
C,562,X,0.5700000000000001
C,562,Y,0.047369199214258355
C,562,TaxonomyLevel,Umbrella
C,562,TaxonomyValue,Mathematics and Computing
C,563,X,0.58
C,563,Y,0.047620302925751236
C,563,TaxonomyLevel,Umbrella
C,563,TaxonomyValue,Mathematics and Computing
C,564,X,0.59
C,564,Y,0.047872670843968505
C,564,TaxonomyLevel,Umbrella
C,564,TaxonomyValue,Mathematics and Computing
C,565,X,0.6
C,565,Y,0.04812630862309145
C,565,TaxonomyLevel,Umbrella
C,565,TaxonomyValue,Mathematics and Computing
C,566,X,0.61
C,566,Y,0.04838122193502521
C,566,TaxonomyLevel,Umbrella
C,566,TaxonomyValue,Mathematics and Computing
C,567,X,0.62
C,567,Y,0.04863741646936994
C,567,TaxonomyLevel,Umbrella
C,567,TaxonomyValue,Mathematics and Computing
C,568,X,0.63
C,568,Y,0.04889489793339047
C,568,TaxonomyLevel,Umbrella
C,568,TaxonomyValue,Mathematics and Computing
C,569,X,0.64
C,569,Y,0.04915367205198513
C,569,TaxonomyLevel,Umbrella
C,569,TaxonomyValue,Mathematics and Computing
C,570,X,0.65
C,570,Y,0.04941374456765295
C,570,TaxonomyLevel,Umbrella
C,570,TaxonomyValue,Mathematics and Computing
C,571,X,0.66
C,571,Y,0.04967512124045994
C,571,TaxonomyLevel,Umbrella
C,571,TaxonomyValue,Mathematics and Computing
C,572,X,0.67
C,572,Y,0.049937807848003946
C,572,TaxonomyLevel,Umbrella
C,572,TaxonomyValue,Mathematics and Computing
C,573,X,0.68
C,573,Y,0.050201810185378205
C,573,TaxonomyLevel,Umbrella
C,573,TaxonomyValue,Mathematics and Computing
C,574,X,0.6900000000000001
C,574,Y,0.05046713406513381
C,574,TaxonomyLevel,Umbrella
C,574,TaxonomyValue,Mathematics and Computing
C,575,X,0.7000000000000001
C,575,Y,0.05073378531724066
C,575,TaxonomyLevel,Umbrella
C,575,TaxonomyValue,Mathematics and Computing
C,576,X,0.71
C,576,Y,0.05100176978904728
C,576,TaxonomyLevel,Umbrella
C,576,TaxonomyValue,Mathematics and Computing
C,577,X,0.72
C,577,Y,0.0512710933452392
C,577,TaxonomyLevel,Umbrella
C,577,TaxonomyValue,Mathematics and Computing
C,578,X,0.73
C,578,Y,0.051541761867796014
C,578,TaxonomyLevel,Umbrella
C,578,TaxonomyValue,Mathematics and Computing
C,579,X,0.74
C,579,Y,0.05181378125594723
C,579,TaxonomyLevel,Umbrella
C,579,TaxonomyValue,Mathematics and Computing
C,580,X,0.75
C,580,Y,0.052087157426126476
C,580,TaxonomyLevel,Umbrella
C,580,TaxonomyValue,Mathematics and Computing
C,581,X,0.76
C,581,Y,0.0523618963119247
C,581,TaxonomyLevel,Umbrella
C,581,TaxonomyValue,Mathematics and Computing
C,582,X,0.77
C,582,Y,0.05263800386404159
C,582,TaxonomyLevel,Umbrella
C,582,TaxonomyValue,Mathematics and Computing
C,583,X,0.78
C,583,Y,0.052915486050235966
C,583,TaxonomyLevel,Umbrella
C,583,TaxonomyValue,Mathematics and Computing
C,584,X,0.79
C,584,Y,0.05319434885527439
C,584,TaxonomyLevel,Umbrella
C,584,TaxonomyValue,Mathematics and Computing
C,585,X,0.8
C,585,Y,0.053474598280878693
C,585,TaxonomyLevel,Umbrella
C,585,TaxonomyValue,Mathematics and Computing
C,586,X,0.81
C,586,Y,0.05375624034567177
C,586,TaxonomyLevel,Umbrella
C,586,TaxonomyValue,Mathematics and Computing
C,587,X,0.8200000000000001
C,587,Y,0.05403928108512211
C,587,TaxonomyLevel,Umbrella
C,587,TaxonomyValue,Mathematics and Computing
C,588,X,0.8300000000000001
C,588,Y,0.05432372655148673
C,588,TaxonomyLevel,Umbrella
C,588,TaxonomyValue,Mathematics and Computing
C,589,X,0.84
C,589,Y,0.054609582813752666
C,589,TaxonomyLevel,Umbrella
C,589,TaxonomyValue,Mathematics and Computing
C,590,X,0.85
C,590,Y,0.05489685595757706
C,590,TaxonomyLevel,Umbrella
C,590,TaxonomyValue,Mathematics and Computing
C,591,X,0.86
C,591,Y,0.055185552085225534
C,591,TaxonomyLevel,Umbrella
C,591,TaxonomyValue,Mathematics and Computing
C,592,X,0.87
C,592,Y,0.05547567731550912
C,592,TaxonomyLevel,Umbrella
C,592,TaxonomyValue,Mathematics and Computing
C,593,X,0.88
C,593,Y,0.05576723778371981
C,593,TaxonomyLevel,Umbrella
C,593,TaxonomyValue,Mathematics and Computing
C,594,X,0.89
C,594,Y,0.0560602396415642
C,594,TaxonomyLevel,Umbrella
C,594,TaxonomyValue,Mathematics and Computing
C,595,X,0.9
C,595,Y,0.05635468905709594
C,595,TaxonomyLevel,Umbrella
C,595,TaxonomyValue,Mathematics and Computing
C,596,X,0.91
C,596,Y,0.05665059221464624
C,596,TaxonomyLevel,Umbrella
C,596,TaxonomyValue,Mathematics and Computing
C,597,X,0.92
C,597,Y,0.05694795531475314
C,597,TaxonomyLevel,Umbrella
C,597,TaxonomyValue,Mathematics and Computing
C,598,X,0.93
C,598,Y,0.05724678457408876
C,598,TaxonomyLevel,Umbrella
C,598,TaxonomyValue,Mathematics and Computing
C,599,X,0.9400000000000001
C,599,Y,0.05754708622538528
C,599,TaxonomyLevel,Umbrella
C,599,TaxonomyValue,Mathematics and Computing
C,600,X,0.9500000000000001
C,600,Y,0.057848866517359064
C,600,TaxonomyLevel,Umbrella
C,600,TaxonomyValue,Mathematics and Computing
C,601,X,0.96
C,601,Y,0.05815213171463314
C,601,TaxonomyLevel,Umbrella
C,601,TaxonomyValue,Mathematics and Computing
C,602,X,0.97
C,602,Y,0.058456888097658095
C,602,TaxonomyLevel,Umbrella
C,602,TaxonomyValue,Mathematics and Computing
C,603,X,0.98
C,603,Y,0.05876314196263116
C,603,TaxonomyLevel,Umbrella
C,603,TaxonomyValue,Mathematics and Computing
C,604,X,0.99
C,604,Y,0.0590708996214137
C,604,TaxonomyLevel,Umbrella
C,604,TaxonomyValue,Mathematics and Computing
C,605,X,1.0
C,605,Y,0.05938016740144691
C,605,TaxonomyLevel,Umbrella
C,605,TaxonomyValue,Mathematics and Computing
C,606,X,0.0
C,606,Y,0.06102351091347943
C,606,TaxonomyLevel,Umbrella
C,606,TaxonomyValue,Medicine and Health
C,607,X,0.01
C,607,Y,0.06132857275099532
C,607,TaxonomyLevel,Umbrella
C,607,TaxonomyValue,Medicine and Health
C,608,X,0.02
C,608,Y,0.061635059515108406
C,608,TaxonomyLevel,Umbrella
C,608,TaxonomyValue,Medicine and Health
C,609,X,0.03
C,609,Y,0.06194297685903163
C,609,TaxonomyLevel,Umbrella
C,609,TaxonomyValue,Medicine and Health
C,610,X,0.04
C,610,Y,0.062252330448326725
C,610,TaxonomyLevel,Umbrella
C,610,TaxonomyValue,Medicine and Health
C,611,X,0.05
C,611,Y,0.06256312596082182
C,611,TaxonomyLevel,Umbrella
C,611,TaxonomyValue,Medicine and Health
C,612,X,0.06
C,612,Y,0.06287536908652774
C,612,TaxonomyLevel,Umbrella
C,612,TaxonomyValue,Medicine and Health
C,613,X,0.07
C,613,Y,0.06318906552755273
C,613,TaxonomyLevel,Umbrella
C,613,TaxonomyValue,Medicine and Health
C,614,X,0.08
C,614,Y,0.06350422099801564
C,614,TaxonomyLevel,Umbrella
C,614,TaxonomyValue,Medicine and Health
C,615,X,0.09
C,615,Y,0.06382084122395801
C,615,TaxonomyLevel,Umbrella
C,615,TaxonomyValue,Medicine and Health
C,616,X,0.1
C,616,Y,0.06413893194325403
C,616,TaxonomyLevel,Umbrella
C,616,TaxonomyValue,Medicine and Health
C,617,X,0.11
C,617,Y,0.06445849890551963
C,617,TaxonomyLevel,Umbrella
C,617,TaxonomyValue,Medicine and Health
C,618,X,0.12
C,618,Y,0.06477954787201953
C,618,TaxonomyLevel,Umbrella
C,618,TaxonomyValue,Medicine and Health
C,619,X,0.13
C,619,Y,0.06510208461557315
C,619,TaxonomyLevel,Umbrella
C,619,TaxonomyValue,Medicine and Health
C,620,X,0.14
C,620,Y,0.06542611492045873
C,620,TaxonomyLevel,Umbrella
C,620,TaxonomyValue,Medicine and Health
C,621,X,0.15
C,621,Y,0.0657516445823159
C,621,TaxonomyLevel,Umbrella
C,621,TaxonomyValue,Medicine and Health
C,622,X,0.16
C,622,Y,0.06607867940804697
C,622,TaxonomyLevel,Umbrella
C,622,TaxonomyValue,Medicine and Health
C,623,X,0.17
C,623,Y,0.06640722521571613
C,623,TaxonomyLevel,Umbrella
C,623,TaxonomyValue,Medicine and Health
C,624,X,0.18
C,624,Y,0.06673728783444764
C,624,TaxonomyLevel,Umbrella
C,624,TaxonomyValue,Medicine and Health
C,625,X,0.19
